MatchDate,HomeTeam,AwayTeam,HomeTeamScore,AwayTeamScore,country,neutral,HomeTeamCode,AwayTeamCode,WorldcupSeason,FifaRankingUpdateDate,HomeTeamRating,AwayTeamRating
12/10/2021,Albania,Poland,0,1,Albania,FALSE,ALB,POL,2022,16/09/21,1368.73,1531.82
12/10/2021,Zimbabwe,Ghana,0,1,Zimbabwe,FALSE,ZIM,GHA,2022,16/09/21,1160.91,1411.3
12/10/2021,Namibia,Senegal,1,3,South Africa,TRUE,NAM,SEN,2022,16/09/21,1185.12,1555.37
12/10/2021,Republic of Ireland,Qatar,4,0,Republic of Ireland,FALSE,IRL,QAT,2022,16/09/21,1418.7,1445.83
12/10/2021,Morocco,Guinea,4,1,Morocco,FALSE,MAR,GUI,2022,16/09/21,1493.23,1326.09
13/10/21,United States,Costa Rica,2,1,United States,FALSE,USA,CRC,2022,16/09/21,1643.1,1438.29
13/10/21,Canada,Panama,4,1,Canada,FALSE,CAN,PAN,2022,16/09/21,1416.23,1358.77
13/10/21,El Salvador,Mexico,0,2,El Salvador,FALSE,SLV,MEX,2022,16/09/21,1369.73,1666.19
14/10/21,Colombia,Ecuador,0,0,Colombia,FALSE,COL,ECU,2022,16/09/21,1618.4,1415.09
14/10/21,Argentina,Peru,1,0,Argentina,FALSE,ARG,PER,2022,16/09/21,1725.31,1548.78
14/10/21,Brazil,Uruguay,4,1,Brazil,FALSE,BRA,URU,2022,16/09/21,1811.73,1645.42
27/10/21,Mexico,Ecuador,2,3,United States,TRUE,MEX,ECU,2022,21/10/21,1672.92,1416.93
11/11/2021,Serbia,Qatar,4,0,Serbia,FALSE,SRB,QAT,2022,21/10/21,1527.34,1437.73
11/11/2021,Ethiopia,Ghana,1,1,South Africa,TRUE,ETH,GHA,2022,21/10/21,1079.37,1424.87
11/11/2021,Togo,Senegal,1,1,Togo,FALSE,TOG,SEN,2022,21/10/21,1110.59,1564.95
11/11/2021,Lebanon,Iran,1,2,Lebanon,FALSE,LBN,IRN,2022,21/10/21,1250.08,1545.02
11/11/2021,South Korea,United Arab Emirates,1,0,South Korea,FALSE,KOR,UAE,2022,21/10/21,1489.1,1349.42
11/11/2021,Vietnam,Japan,0,1,Vietnam,FALSE,VIE,JPN,2022,21/10/21,1222.9,1517.69
11/11/2021,Australia,Saudi Arabia,0,0,Australia,FALSE,AUS,KSA,2022,21/10/21,1489.86,1432.21
11/11/2021,Republic of Ireland,Portugal,0,0,Republic of Ireland,FALSE,IRL,POR,2022,21/10/21,1430.59,1681.73
11/11/2021,Greece,Spain,0,1,Greece,FALSE,GRE,ESP,2022,21/10/21,1434.83,1687.66
11/11/2021,Malta,Croatia,1,7,Malta,FALSE,MLT,CRO,2022,21/10/21,964.21,1608.84
11/11/2021,Germany,Liechtenstein,9,0,Germany,FALSE,GER,LIE,2022,21/10/21,1642.47,903.63
11/11/2021,Ecuador,Venezuela,1,0,Ecuador,FALSE,ECU,VEN,2022,21/10/21,1416.93,1431.51
11/11/2021,Brazil,Colombia,1,0,Brazil,FALSE,BRA,COL,2022,21/10/21,1820.36,1618.76
12/11/2021,Morocco,Sudan,3,0,Morocco,FALSE,MAR,SDN,2022,21/10/21,1513,1139.67
12/11/2021,Canada,Costa Rica,1,0,Canada,FALSE,CAN,CRC,2022,21/10/21,1432.34,1439.61
12/11/2021,United States,Mexico,2,0,United States,FALSE,USA,MEX,2022,21/10/21,1639.42,1672.92
12/11/2021,Italy,Switzerland,1,1,Italy,FALSE,ITA,SUI,2022,21/10/21,1750.52,1633.8
12/11/2021,Denmark,Faroe Islands,3,1,Denmark,FALSE,DEN,FRO,2022,21/10/21,1668.98,1148.94
12/11/2021,England,Albania,5,0,England,FALSE,ENG,ALB,2022,21/10/21,1750.16,1374.33
12/11/2021,Andorra,Poland,1,4,Andorra,FALSE,AND,POL,2022,21/10/21,1038.88,1542.2
12/11/2021,Uruguay,Argentina,0,1,Uruguay,FALSE,URU,ARG,2022,21/10/21,1625.67,1738.79
13/11/21,Equatorial Guinea,Tunisia,1,0,Equatorial Guinea,FALSE,EQG,TUN,2022,21/10/21,1135.52,1525.3
13/11/21,Malawi,Cameroon,0,4,South Africa,TRUE,MWI,CMR,2022,21/10/21,1146.25,1418.21
13/11/21,France,Kazakhstan,8,0,France,FALSE,FRA,KAZ,2022,21/10/21,1779.24,1137.46
13/11/21,Wales,Belarus,5,1,Wales,FALSE,WAL,BLR,2022,21/10/21,1566.77,1233.59
13/11/21,Belgium,Estonia,3,1,Belgium,FALSE,BEL,EST,2022,21/10/21,1832.33,1184.03
13/11/21,Montenegro,Netherlands,2,2,Montenegro,FALSE,MNE,NED,2022,21/10/21,1346.19,1652.01
14/11/21,Azerbaijan,Qatar,2,2,Azerbaijan,FALSE,AZE,QAT,2022,21/10/21,1146.87,1437.73
14/11/21,Ghana,South Africa,1,0,Ghana,FALSE,GHA,RSA,2022,21/10/21,1424.87,1361.97
14/11/21,Senegal,Congo,2,0,Senegal,FALSE,SEN,CGO,2022,21/10/21,1564.95,1228.16
14/11/21,Portugal,Serbia,1,2,Portugal,FALSE,POR,SRB,2022,21/10/21,1681.73,1527.34
14/11/21,Spain,Sweden,1,0,Spain,FALSE,ESP,SWE,2022,21/10/21,1687.66,1618.69
14/11/21,Croatia,Russia,1,0,Croatia,FALSE,CRO,RUS,2022,21/10/21,1608.84,1497.45
14/11/21,Armenia,Germany,1,4,Armenia,FALSE,ARM,GER,2022,21/10/21,1257.17,1642.47
15/11/21,Switzerland,Bulgaria,4,0,Switzerland,FALSE,SUI,BUL,2022,21/10/21,1633.8,1350.11
15/11/21,Scotland,Denmark,2,0,Scotland,FALSE,SCO,DEN,2022,21/10/21,1451.37,1668.98
15/11/21,Poland,Hungary,1,2,Poland,FALSE,POL,HUN,2022,21/10/21,1542.2,1449.08
15/11/21,San Marino,England,0,10,San Marino,FALSE,SMR,ENG,2022,21/10/21,782.71,1750.16
16/11/21,Tunisia,Zambia,3,1,Tunisia,FALSE,TUN,ZAM,2022,21/10/21,1525.3,1260.8
16/11/21,Cameroon,Ivory Coast,1,0,Cameroon,FALSE,CMR,CIV,2022,21/10/21,1418.21,1424.12
16/11/21,Morocco,Guinea,3,0,Morocco,FALSE,MAR,GUI,2022,21/10/21,1513,1309.15
16/11/21,Iraq,South Korea,0,3,Qatar,TRUE,IRQ,KOR,2022,21/10/21,1346.2,1489.1
16/11/21,Syria,Iran,0,3,Jordan,TRUE,SYR,IRN,2022,21/10/21,1274.72,1545.02
16/11/21,China PR,Australia,1,1,United Arab Emirates,TRUE,CHN,AUS,2022,21/10/21,1334.2,1489.86
16/11/21,Vietnam,Saudi Arabia,0,1,Vietnam,FALSE,VIE,KSA,2022,21/10/21,1222.9,1432.21
16/11/21,Oman,Japan,0,1,Oman,FALSE,OMA,JPN,2022,21/10/21,1314.36,1517.69
16/11/21,Jamaica,United States,1,1,Jamaica,FALSE,JAM,USA,2022,21/10/21,1407.72,1639.42
16/11/21,Canada,Mexico,2,1,Canada,FALSE,CAN,MEX,2022,21/10/21,1432.34,1672.92
16/11/21,Costa Rica,Honduras,2,1,Costa Rica,FALSE,CRC,HON,2022,21/10/21,1439.61,1355.17
16/11/21,Finland,France,0,2,Finland,FALSE,FIN,FRA,2022,21/10/21,1403.96,1779.24
16/11/21,Wales,Belgium,1,1,Wales,FALSE,WAL,BEL,2022,21/10/21,1566.77,1832.33
16/11/21,Netherlands,Norway,2,0,Netherlands,FALSE,NED,NOR,2022,21/10/21,1652.01,1471.62
16/11/21,Bolivia,Uruguay,3,0,Bolivia,FALSE,BOL,URU,2022,21/10/21,1309.75,1625.67
16/11/21,Argentina,Brazil,0,0,Argentina,FALSE,ARG,BRA,2022,21/10/21,1738.79,1820.36
16/11/21,Chile,Ecuador,0,2,Chile,FALSE,CHI,ECU,2022,21/10/21,1546.26,1416.93
4/12/2021,El Salvador,Ecuador,1,1,United States,TRUE,SLV,ECU,2022,19/11/21,1350.63,1448.74
8/12/2021,Mexico,Chile,2,2,United States,TRUE,MEX,CHI,2022,19/11/21,1638.76,1541.33
18/12/21,United States,Bosnia and Herzegovina,1,0,United States,FALSE,USA,BIH,2022,19/11/21,1647.14,1392.56
5/1/2022,Algeria,Ghana,3,0,Qatar,TRUE,ALG,GHA,2022,23/12/21,1516.51,1428.97
9/1/2022,Cameroon,Burkina Faso,2,1,Cameroon,FALSE,CMR,BFA,2022,23/12/21,1437.35,1397.64
10/1/2022,Senegal,Zimbabwe,1,0,Cameroon,TRUE,SEN,ZIM,2022,23/12/21,1561.68,1138.44
10/1/2022,Morocco,Ghana,1,0,Cameroon,TRUE,MAR,GHA,2022,23/12/21,1529.93,1428.97
12/1/2022,Tunisia,Mali,0,1,Cameroon,TRUE,TUN,MLI,2022,23/12/21,1512.72,1427.98
13/01/22,Cameroon,Ethiopia,4,1,Cameroon,FALSE,CMR,ETH,2022,23/12/21,1437.35,1087.89
14/01/22,Senegal,Guinea,0,0,Cameroon,TRUE,SEN,GUI,2022,23/12/21,1561.68,1298.32
14/01/22,Morocco,Comoros,2,0,Cameroon,TRUE,MAR,COM,2022,23/12/21,1529.93,1117.65
14/01/22,Gabon,Ghana,1,1,Cameroon,TRUE,GAB,GHA,2022,23/12/21,1262,1428.97
15/01/22,South Korea,Iceland,5,1,Turkey,TRUE,KOR,ISL,2022,23/12/21,1507.24,1385.21
16/01/22,Tunisia,Mauritania,4,0,Cameroon,TRUE,TUN,MTN,2022,23/12/21,1512.72,1190.26
17/01/22,Cameroon,Cape Verde,1,1,Cameroon,FALSE,CMR,CPV,2022,23/12/21,1437.35,1339.48
18/01/22,Malawi,Senegal,0,0,Cameroon,TRUE,MWI,SEN,2022,23/12/21,1127.21,1561.68
18/01/22,Gabon,Morocco,2,2,Cameroon,TRUE,GAB,MAR,2022,23/12/21,1262,1529.93
18/01/22,Ghana,Comoros,2,3,Cameroon,TRUE,GHA,COM,2022,23/12/21,1428.97,1117.65
20/01/22,South Korea,Moldova,4,0,Turkey,TRUE,KOR,MDA,2022,23/12/21,1507.24,928.35
20/01/22,Gambia,Tunisia,1,0,Cameroon,TRUE,GAM,TUN,2022,23/12/21,1049.74,1512.72
23/01/22,Nigeria,Tunisia,0,1,Cameroon,TRUE,NGA,TUN,2022,23/12/21,1478.78,1512.72
24/01/22,Cameroon,Comoros,2,1,Cameroon,FALSE,CMR,COM,2022,23/12/21,1437.35,1117.65
25/01/22,Morocco,Malawi,2,1,Cameroon,TRUE,MAR,MWI,2022,23/12/21,1529.93,1127.21
25/01/22,Senegal,Cape Verde,2,0,Cameroon,TRUE,SEN,CPV,2022,23/12/21,1561.68,1339.48
27/01/22,Jamaica,Mexico,1,2,Jamaica,FALSE,JAM,MEX,2022,23/12/21,1412.13,1638.3
27/01/22,United States,El Salvador,1,0,United States,FALSE,USA,SLV,2022,23/12/21,1648.51,1349.47
27/01/22,Honduras,Canada,0,2,Honduras,FALSE,HON,CAN,2022,23/12/21,1332.16,1462.32
27/01/22,Costa Rica,Panama,1,0,Costa Rica,FALSE,CRC,PAN,2022,23/12/21,1437.43,1379.34
27/01/22,Lebanon,South Korea,0,1,Lebanon,FALSE,LBN,KOR,2022,23/12/21,1233,1507.24
27/01/22,Iran,Iraq,1,0,Iran,FALSE,IRN,IRQ,2022,23/12/21,1557.58,1333.03
27/01/22,Japan,China PR,2,0,Japan,FALSE,JPN,CHN,2022,23/12/21,1531.53,1337.33
27/01/22,Australia,Vietnam,4,0,Australia,FALSE,AUS,VIE,2022,23/12/21,1484.88,1212.54
27/01/22,Saudi Arabia,Oman,1,0,Saudi Arabia,FALSE,KSA,OMA,2022,23/12/21,1434.71,1306.01
27/01/22,Ecuador,Brazil,1,1,Ecuador,FALSE,ECU,BRA,2022,23/12/21,1448.27,1826.35
27/01/22,Paraguay,Uruguay,0,1,Paraguay,FALSE,PAR,URU,2022,23/12/21,1454.52,1596.66
27/01/22,Chile,Argentina,1,2,Chile,FALSE,CHI,ARG,2022,23/12/21,1543.42,1750.51
29/01/22,Burkina Faso,Tunisia,1,0,Cameroon,TRUE,BFA,TUN,2022,23/12/21,1397.64,1512.72
29/01/22,Cameroon,Gambia,2,0,Cameroon,FALSE,CMR,GAM,2022,23/12/21,1437.35,1049.74
30/01/22,Egypt,Morocco,2,1,Cameroon,TRUE,EGY,MAR,2022,23/12/21,1451.77,1529.93
30/01/22,Senegal,Equatorial Guinea,3,1,Cameroon,TRUE,SEN,EQG,2022,23/12/21,1561.68,1156.78
30/01/22,Canada,United States,2,0,Canada,FALSE,CAN,USA,2022,23/12/21,1462.32,1648.51
30/01/22,Mexico,Costa Rica,0,0,Mexico,FALSE,MEX,CRC,2022,23/12/21,1638.3,1437.43
1/2/2022,Iran,United Arab Emirates,1,0,Iran,FALSE,IRN,UAE,2022,23/12/21,1557.58,1350.39
1/2/2022,Syria,South Korea,0,2,United Arab Emirates,TRUE,SYR,KOR,2022,23/12/21,1268.54,1507.24
1/2/2022,Japan,Saudi Arabia,2,0,Japan,FALSE,JPN,KSA,2022,23/12/21,1531.53,1434.71
1/2/2022,Oman,Australia,2,2,Oman,FALSE,OMA,AUS,2022,23/12/21,1306.01,1484.88
1/2/2022,Uruguay,Venezuela,4,1,Uruguay,FALSE,URU,VEN,2022,23/12/21,1596.66,1409.14
1/2/2022,Argentina,Colombia,1,0,Argentina,FALSE,ARG,COL,2022,23/12/21,1750.51,1607.15
1/2/2022,Peru,Ecuador,1,1,Peru,FALSE,PER,ECU,2022,23/12/21,1551.15,1448.27
1/2/2022,Brazil,Paraguay,4,0,Brazil,FALSE,BRA,PAR,2022,23/12/21,1826.35,1454.52
2/2/2022,Burkina Faso,Senegal,1,3,Cameroon,TRUE,BFA,SEN,2022,23/12/21,1397.64,1561.68
2/2/2022,United States,Honduras,3,0,United States,FALSE,USA,HON,2022,23/12/21,1648.51,1332.16
2/2/2022,Jamaica,Costa Rica,0,1,Jamaica,FALSE,JAM,CRC,2022,23/12/21,1412.13,1437.43
2/2/2022,El Salvador,Canada,0,2,El Salvador,FALSE,SLV,CAN,2022,23/12/21,1349.47,1462.32
2/2/2022,Mexico,Panama,1,0,Mexico,FALSE,MEX,PAN,2022,23/12/21,1638.3,1379.34
3/2/2022,Cameroon,Egypt,0,0,Cameroon,FALSE,CMR,EGY,2022,23/12/21,1437.35,1451.77
5/2/2022,Cameroon,Burkina Faso,3,3,Cameroon,FALSE,CMR,BFA,2022,23/12/21,1437.35,1397.64
6/2/2022,Senegal,Egypt,0,0,Cameroon,TRUE,SEN,EGY,2022,23/12/21,1561.68,1451.77
24/03/22,Mexico,United States,0,0,Mexico,FALSE,MEX,USA,2022,10/2/2022,1647.9,1643.34
24/03/22,Costa Rica,Canada,1,0,Costa Rica,FALSE,CRC,CAN,2022,10/2/2022,1464.06,1497.82
24/03/22,South Korea,Iran,2,0,South Korea,FALSE,KOR,IRN,2022,10/2/2022,1522.85,1572.89
24/03/22,China PR,Saudi Arabia,1,1,United Arab Emirates,TRUE,CHN,KSA,2022,10/2/2022,1313.81,1433.95
24/03/22,Australia,Japan,0,2,Australia,FALSE,AUS,JPN,2022,10/2/2022,1486.86,1549.82
24/03/22,Brazil,Chile,4,0,Brazil,FALSE,BRA,CHI,2022,10/2/2022,1823.42,1543.16
24/03/22,Paraguay,Ecuador,3,1,Paraguay,FALSE,PAR,ECU,2022,10/2/2022,1440.53,1458.63
24/03/22,Uruguay,Peru,1,0,Uruguay,FALSE,URU,PER,2022,10/2/2022,1614.05,1563.45
24/03/22,Portugal,Turkey,3,1,Portugal,FALSE,POR,TUR,2022,10/2/2022,1660.25,1472.72
24/03/22,Wales,Austria,2,1,Wales,FALSE,WAL,AUT,2022,10/2/2022,1578.01,1511.56
24/03/22,Hungary,Serbia,0,1,Hungary,FALSE,HUN,SRB,2022,10/2/2022,1465.62,1547.38
24/03/22,Scotland,Poland,1,1,Scotland,FALSE,SCO,POL,2022,10/2/2022,1471.82,1530.62
25/03/22,Cameroon,Algeria,0,1,Cameroon,FALSE,CMR,ALG,2022,10/2/2022,1480.82,1460.93
25/03/22,DR Congo,Morocco,1,1,DR Congo,FALSE,COD,MAR,2022,10/2/2022,1369.53,1547.42
25/03/22,Egypt,Senegal,1,0,Egypt,FALSE,EGY,SEN,2022,10/2/2022,1497.05,1587.78
25/03/22,Ghana,Nigeria,0,0,Ghana,FALSE,GHA,NGA,2022,10/2/2022,1381.45,1509.91
25/03/22,Mali,Tunisia,0,1,Mali,FALSE,MLI,TUN,2022,10/2/2022,1446.49,1489.92
25/03/22,Argentina,Venezuela,3,0,Argentina,FALSE,ARG,VEN,2022,10/2/2022,1766.99,1411.45
25/03/22,France,Ivory Coast,2,1,France,FALSE,FRA,CIV,2022,10/2/2022,1786.15,1439.62
26/03/22,Croatia,Slovenia,1,1,Qatar,TRUE,CRO,SVN,2022,10/2/2022,1620.74,1375.42
26/03/22,England,Switzerland,2,1,England,FALSE,ENG,SUI,2022,10/2/2022,1755.52,1642.83
26/03/22,Germany,Israel,2,0,Germany,FALSE,GER,ISR,2022,10/2/2022,1648.33,1306.7
26/03/22,Netherlands,Denmark,4,2,Netherlands,FALSE,NED,DEN,2022,10/2/2022,1653.73,1654.54
26/03/22,Qatar,Bulgaria,2,1,Qatar,FALSE,QAT,BUL,2022,10/2/2022,1437.91,1345.47
26/03/22,Republic of Ireland,Belgium,2,2,Republic of Ireland,FALSE,IRL,BEL,2022,10/2/2022,1444.29,1828.45
26/03/22,Spain,Albania,2,1,Spain,FALSE,ESP,ALB,2022,10/2/2022,1704.75,1374.98
27/03/22,El Salvador,Costa Rica,1,2,El Salvador,FALSE,SLV,CRC,2022,10/2/2022,1346.04,1464.06
27/03/22,Canada,Jamaica,4,0,Canada,FALSE,CAN,JAM,2022,10/2/2022,1497.82,1378.62
27/03/22,Honduras,Mexico,0,1,Honduras,FALSE,HON,MEX,2022,10/2/2022,1303.96,1647.9
27/03/22,United States,Panama,5,1,United States,FALSE,USA,PAN,2022,10/2/2022,1643.34,1375.56
29/03/22,Algeria,Cameroon,1,2,Algeria,FALSE,ALG,CMR,2022,10/2/2022,1460.93,1480.82
29/03/22,Morocco,DR Congo,4,1,Morocco,FALSE,MAR,COD,2022,10/2/2022,1547.42,1369.53
29/03/22,Nigeria,Ghana,1,1,Nigeria,FALSE,NGA,GHA,2022,10/2/2022,1509.91,1381.45
29/03/22,Senegal,Egypt,1,0,Senegal,FALSE,SEN,EGY,2022,10/2/2022,1587.78,1497.05
29/03/22,Tunisia,Mali,0,0,Tunisia,FALSE,TUN,MLI,2022,10/2/2022,1489.92,1446.49
29/03/22,Iran,Lebanon,2,0,Iran,FALSE,IRN,LBN,2022,10/2/2022,1572.89,1228.97
29/03/22,United Arab Emirates,South Korea,1,0,United Arab Emirates,FALSE,UAE,KOR,2022,10/2/2022,1353.1,1522.85
29/03/22,Japan,Vietnam,1,1,Japan,FALSE,JPN,VIE,2022,10/2/2022,1549.82,1218.55
29/03/22,Saudi Arabia,Australia,1,0,Saudi Arabia,FALSE,KSA,AUS,2022,10/2/2022,1433.95,1486.86
29/03/22,Ecuador,Argentina,1,1,Ecuador,FALSE,ECU,ARG,2022,10/2/2022,1458.63,1766.99
29/03/22,Bolivia,Brazil,0,4,Bolivia,FALSE,BOL,BRA,2022,10/2/2022,1308.12,1823.42
29/03/22,Chile,Uruguay,0,2,Chile,FALSE,CHI,URU,2022,10/2/2022,1543.16,1614.05
29/03/22,Poland,Sweden,2,0,Poland,FALSE,POL,SWE,2022,10/2/2022,1530.62,1588.26
29/03/22,Portugal,North Macedonia,2,0,Portugal,FALSE,POR,MKD,2022,10/2/2022,1660.25,1367.23
29/03/22,Belgium,Burkina Faso,3,0,Belgium,FALSE,BEL,BFA,2022,10/2/2022,1828.45,1418.58
29/03/22,Croatia,Bulgaria,2,1,Qatar,TRUE,CRO,BUL,2022,10/2/2022,1620.74,1345.47
29/03/22,Denmark,Serbia,3,0,Denmark,FALSE,DEN,SRB,2022,10/2/2022,1654.54,1547.38
29/03/22,England,Ivory Coast,3,0,England,FALSE,ENG,CIV,2022,10/2/2022,1755.52,1439.62
29/03/22,France,South Africa,5,0,Algeria,TRUE,FRA,RSA,2022,10/2/2022,1786.15,1358.24
29/03/22,Netherlands,Germany,1,1,Netherlands,FALSE,NED,GER,2022,10/2/2022,1653.73,1648.33
29/03/22,Qatar,Slovenia,0,0,Qatar,FALSE,QAT,SVN,2022,10/2/2022,1437.91,1375.42
29/03/22,Spain,Iceland,5,0,Spain,FALSE,ESP,ISL,2022,10/2/2022,1704.75,1382.81
29/03/22,Switzerland,Kosovo,1,1,Switzerland,FALSE,SUI,KOS,2022,10/2/2022,1642.83,1163.05
29/03/22,Wales,Czech Republic,1,1,Wales,FALSE,WAL,CZE,2022,10/2/2022,1578.01,1510.42
30/03/22,Mexico,El Salvador,2,0,Mexico,FALSE,MEX,SLV,2022,10/2/2022,1647.9,1346.04
30/03/22,Costa Rica,United States,2,0,Costa Rica,FALSE,CRC,USA,2022,10/2/2022,1464.06,1643.34
30/03/22,Panama,Canada,1,0,Panama,FALSE,PAN,CAN,2022,10/2/2022,1375.56,1497.82
27/04/22,Mexico,Guatemala,0,0,United States,TRUE,MEX,GUA,2022,31/03/22,1658.82,1147.85
28/05/22,Mexico,Nigeria,2,1,United States,TRUE,MEX,NGA,2022,31/03/22,1658.82,1504.01
1/6/2022,Ghana,Madagascar,3,0,Ghana,FALSE,GHA,MAD,2022,31/03/22,1387.36,1205.61
1/6/2022,Poland,Wales,2,1,Poland,FALSE,POL,WAL,2022,31/03/22,1544.2,1588.08
1/6/2022,Australia,Jordan,2,1,Qatar,TRUE,AUS,JOR,2022,31/03/22,1462.29,1259.84
1/6/2022,United States,Morocco,3,0,United States,FALSE,USA,MAR,2022,31/03/22,1633.72,1551.88
2/6/2022,Tunisia,Equatorial Guinea,4,0,Tunisia,FALSE,TUN,EQG,2022,31/03/22,1499.8,1210.07
2/6/2022,Czech Republic,Switzerland,2,1,Czech Republic,FALSE,CZE,SUI,2022,31/03/22,1500.62,1635.32
2/6/2022,Spain,Portugal,1,1,Spain,FALSE,ESP,POR,2022,31/03/22,1709.19,1674.78
2/6/2022,Serbia,Norway,0,1,Serbia,FALSE,SRB,NOR,2022,31/03/22,1547.53,1463.5
2/6/2022,Ecuador,Nigeria,1,0,United States,TRUE,ECU,NGA,2022,31/03/22,1452.63,1504.01
2/6/2022,Japan,Paraguay,4,1,Japan,FALSE,JPN,PAR,2022,31/03/22,1553.44,1443.3
2/6/2022,South Korea,Brazil,1,5,South Korea,FALSE,KOR,BRA,2022,31/03/22,1519.54,1832.69
2/6/2022,Mexico,Uruguay,0,3,United States,TRUE,MEX,URU,2022,31/03/22,1658.82,1635.73
3/6/2022,Croatia,Austria,0,3,Croatia,FALSE,CRO,AUT,2022,31/03/22,1621.11,1500.37
3/6/2022,France,Denmark,1,2,France,FALSE,FRA,DEN,2022,31/03/22,1789.85,1653.6
3/6/2022,Belgium,Netherlands,1,4,Belgium,FALSE,BEL,NED,2022,31/03/22,1827,1658.66
4/6/2022,Senegal,Benin,3,1,Senegal,FALSE,SEN,BEN,2022,31/03/22,1584.16,1284.13
4/6/2022,Hungary,England,1,0,Hungary,FALSE,HUN,ENG,2022,31/03/22,1466.08,1761.71
4/6/2022,Italy,Germany,1,1,Italy,FALSE,ITA,GER,2022,31/03/22,1723.31,1650.53
5/6/2022,Wales,Ukraine,1,0,Wales,FALSE,WAL,UKR,2022,31/03/22,1588.08,1535.08
5/6/2022,Central African Republic,Ghana,1,1,Angola,TRUE,CTA,GHA,2022,31/03/22,1122.08,1387.36
5/6/2022,Botswana,Tunisia,0,0,Botswana,FALSE,BOT,TUN,2022,31/03/22,1051.59,1499.8
5/6/2022,Portugal,Switzerland,4,0,Portugal,FALSE,POR,SUI,2022,31/03/22,1674.78,1635.32
5/6/2022,Czech Republic,Spain,2,2,Czech Republic,FALSE,CZE,ESP,2022,31/03/22,1500.62,1709.19
5/6/2022,Serbia,Slovenia,4,1,Serbia,FALSE,SRB,SVN,2022,31/03/22,1547.53,1378.23
5/6/2022,Argentina,Estonia,5,0,Spain,TRUE,ARG,EST,2022,31/03/22,1765.13,1169.06
5/6/2022,Mexico,Ecuador,0,0,United States,TRUE,MEX,ECU,2022,31/03/22,1658.82,1452.63
5/6/2022,Saudi Arabia,Colombia,0,1,Spain,TRUE,KSA,COL,2022,31/03/22,1444.69,1600.52
5/6/2022,United States,Uruguay,0,0,United States,FALSE,USA,URU,2022,31/03/22,1633.72,1635.73
6/6/2022,Austria,Denmark,1,2,Austria,FALSE,AUT,DEN,2022,31/03/22,1500.37,1653.6
6/6/2022,Croatia,France,1,1,Croatia,FALSE,CRO,FRA,2022,31/03/22,1621.11,1789.85
6/6/2022,South Korea,Chile,2,0,South Korea,FALSE,KOR,CHI,2022,31/03/22,1519.54,1526.4
6/6/2022,Japan,Brazil,0,1,Japan,FALSE,JPN,BRA,2022,31/03/22,1553.44,1832.69
7/6/2022,Senegal,Rwanda,1,0,Senegal,FALSE,SEN,RWA,2022,31/03/22,1584.16,1097.16
7/6/2022,Germany,England,1,1,Germany,FALSE,GER,ENG,2022,31/03/22,1650.53,1761.71
8/6/2022,Wales,Netherlands,1,2,Wales,FALSE,WAL,NED,2022,31/03/22,1588.08,1658.66
8/6/2022,Belgium,Poland,6,1,Belgium,FALSE,BEL,POL,2022,31/03/22,1827,1544.2
9/6/2022,Burundi,Cameroon,0,1,Tanzania,TRUE,BDI,CMR,2022,31/03/22,1080.62,1480.48
9/6/2022,Morocco,South Africa,2,1,Morocco,FALSE,MAR,RSA,2022,31/03/22,1551.88,1356.01
9/6/2022,Portugal,Czech Republic,2,0,Portugal,FALSE,POR,CZE,2022,31/03/22,1674.78,1500.62
9/6/2022,Switzerland,Spain,0,1,Switzerland,FALSE,SUI,ESP,2022,31/03/22,1635.32,1709.19
9/6/2022,Sweden,Serbia,0,1,Sweden,FALSE,SWE,SRB,2022,31/03/22,1584.77,1547.53
9/6/2022,Saudi Arabia,Venezuela,0,1,Spain,TRUE,KSA,VEN,2022,31/03/22,1444.69,1398.14
10/6/2022,Austria,France,1,1,Austria,FALSE,AUT,FRA,2022,31/03/22,1500.37,1789.85
10/6/2022,Denmark,Croatia,0,1,Denmark,FALSE,DEN,CRO,2022,31/03/22,1653.6,1621.11
10/6/2022,South Korea,Paraguay,2,2,South Korea,FALSE,KOR,PAR,2022,31/03/22,1519.54,1443.3
11/6/2022,England,Italy,0,0,England,FALSE,ENG,ITA,2022,31/03/22,1761.71,1723.31
11/6/2022,Hungary,Germany,1,1,Hungary,FALSE,HUN,GER,2022,31/03/22,1466.08,1650.53
11/6/2022,Wales,Belgium,1,1,Wales,FALSE,WAL,BEL,2022,31/03/22,1588.08,1827
11/6/2022,Netherlands,Poland,2,2,Netherlands,FALSE,NED,POL,2022,31/03/22,1658.66,1544.2
11/6/2022,Ecuador,Cape Verde,1,0,United States,TRUE,ECU,CPV,2022,31/03/22,1452.63,1339.5
11/6/2022,Uruguay,Panama,5,0,Uruguay,FALSE,URU,PAN,2022,31/03/22,1635.73,1382.79
12/6/2022,Spain,Czech Republic,2,0,Spain,FALSE,ESP,CZE,2022,31/03/22,1709.19,1500.62
12/6/2022,Switzerland,Portugal,1,0,Switzerland,FALSE,SUI,POR,2022,31/03/22,1635.32,1674.78
12/6/2022,Slovenia,Serbia,2,2,Slovenia,FALSE,SVN,SRB,2022,31/03/22,1378.23,1547.53
12/6/2022,Iran,Algeria,1,2,Qatar,TRUE,IRN,ALG,2022,31/03/22,1564.49,1461.26
13/06/22,Australia,Peru,0,0,Qatar,TRUE,AUS,PER,2022,31/03/22,1462.29,1562.32
